Timestamp,Provider,Model,App,Input Tokens,Output Tokens,Cost ($),Speed (tps),Finish,Paper,Task,Human loop
"Jun 28, 07:44 AM",Favicon for OpenAI,GPT-4o-mini,liteLLM,80010,5514,0.0153,68.2,stop,Integrating brainstem and cortical functional architectures,NER,NO
"Jun 27, 11:49 PM",Favicon for Novita,DeepSeek V3 0324,liteLLM,2965,2938,0.0048,72.1,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,YES
"Jun 27, 11:49 PM",Favicon for DeepInfra,DeepSeek V3 0324,liteLLM,14138,803,0.00467,20.8,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,YES
"Jun 27, 11:48 PM",Favicon for DeepInfra,DeepSeek V3 0324,liteLLM,58760,2935,0.019,10.6,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,YES
"Jun 27, 11:42 PM",Favicon for DeepInfra,DeepSeek V3 0324,liteLLM,2730,2706,0.00315,24.9,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,YES
"Jun 27, 11:40 PM",Favicon for GMICloud,DeepSeek V3 0324,liteLLM,8566,889,0.00714,120.5,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,YES
"Jun 27, 11:40 PM",Favicon for Novita,DeepSeek V3 0324,liteLLM,45999,2700,0.0187,128.3,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,YES
"Jun 27, 11:40 PM",Favicon for DeepInfra,DeepSeek V3 0324,liteLLM,2285,2261,0.00263,26.2,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,YES
"Jun 27, 11:38 PM",Favicon for Nebius,DeepSeek V3 0324,liteLLM,2288,2459,0.00483,23.8,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,YES
"Jun 27, 11:37 PM",Favicon for Crusoe,DeepSeek V3 0324,liteLLM,5871,721,0.00247,27.2,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,YES
"Jun 27, 11:36 PM",Favicon for DeepInfra,DeepSeek V3 0324,liteLLM,16254,2256,0.00654,22.1,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,YES
"Jun 27, 11:34 PM",Favicon for BaseTen,DeepSeek V3 0324,liteLLM,2248,2221,0.00344,156.2,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,YES
"Jun 27, 11:34 PM",Favicon for Lambda,DeepSeek V3 0324,liteLLM,38090,807,0.0137,27.6,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,YES
"Jun 27, 11:34 PM",Favicon for Crusoe,DeepSeek V3 0324,liteLLM,71866,2218,0.0227,18.3,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,YES
"Jun 27, 11:30 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,19203,18822,0.34,75.0,tool_calls,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,YES
"Jun 27, 11:25 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,84710,677,0.264,58.4,tool_calls,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,YES
"Jun 27, 11:25 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,133687,18817,0.683,81.8,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,YES
"Jun 27, 11:20 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,17648,17270,0.312,82.3,tool_calls,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,YES
"Jun 27, 11:16 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,44622,705,0.144,119.6,tool_calls,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,YES
"Jun 27, 11:16 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,43731,717,0.142,61.4,tool_calls,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,YES
"Jun 27, 11:16 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,54832,17328,0.424,82.0,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,YES
"Jun 27, 11:12 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,12626,12250,0.222,80.2,tool_calls,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,YES
"Jun 27, 11:09 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,24951,882,0.0881,59.8,tool_calls,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,YES
"Jun 27, 11:09 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,44255,12293,0.317,79.0,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,YES
"Jun 27, 11:06 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,11739,11063,0.201,75.1,tool_calls,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,YES
"Jun 27, 11:04 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,53924,1105,0.178,64.9,tool_calls,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,YES
"Jun 27, 11:03 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,84326,11344,0.423,81.3,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,YES
"Jun 27, 11:01 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,84220,8159,0.375,81.7,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,YES
"Jun 27, 10:59 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,84114,9869,0.4,80.5,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,YES
"Jun 27, 10:38 PM",Favicon for Lambda,DeepSeek V3 0324,liteLLM,2360,2336,0.00286,26.5,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,NO
"Jun 27, 10:36 PM",Favicon for Crusoe,DeepSeek V3 0324,liteLLM,7636,782,0.00304,28.0,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,NO
"Jun 27, 10:36 PM",Favicon for Phala,DeepSeek V3 0324,liteLLM,9049,2333,0.00972,24.7,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,NO
"Jun 27, 10:34 PM",Favicon for DeepInfra,DeepSeek V3 0324,liteLLM,2006,1982,0.00231,23.3,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,NO
"Jun 27, 10:33 PM",Favicon for Novita,DeepSeek V3 0324,liteLLM,5318,572,0.0025,20.0,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,NO
"Jun 27, 10:32 PM",Favicon for Nebius,DeepSeek V3 0324,liteLLM,10328,1979,0.00813,20.1,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,NO
"Jun 27, 10:31 PM",Favicon for Lambda,DeepSeek V3 0324,liteLLM,1879,1855,0.00227,32.3,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,NO
"Jun 27, 10:30 PM",Favicon for Crusoe,DeepSeek V3 0324,liteLLM,37726,749,0.0114,25.7,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,NO
"Jun 27, 10:28 PM",Favicon for GMICloud,DeepSeek V3 0324,liteLLM,71917,1852,0.0549,110.8,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,NO
"Jun 27, 10:15 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,10772,10394,0.188,78.1,tool_calls,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,NO
"Jun 27, 10:12 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,28469,602,0.0944,59.5,tool_calls,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,NO
"Jun 27, 10:12 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,34828,10372,0.26,78.0,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,NO
"Jun 27, 10:10 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,8910,8534,0.155,77.5,tool_calls,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,NO
"Jun 27, 10:08 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,17693,950,0.0673,61.0,tool_calls,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,NO
"Jun 27, 10:07 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,19703,8568,0.188,76.1,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,NO
"Jun 27, 10:06 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,7728,7082,0.129,76.8,tool_calls,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,NO
"Jun 27, 10:04 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,51376,1294,0.174,89.0,tool_calls,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,NO
"Jun 27, 10:04 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,49910,1291,0.169,61.6,tool_calls,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,NO
"Jun 27, 10:03 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,83918,7330,0.362,77.9,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,NO
"Jun 27, 10:27 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,2026,1988,0.0015,68.2,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,NO
"Jun 27, 10:26 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,7043,620,0.00143,69.8,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,NO
"Jun 27, 10:26 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,27039,1989,0.00525,70.7,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,NO
"Jun 27, 10:25 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,1915,1867,0.00141,80.9,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,NO
"Jun 27, 10:25 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,4924,572,0.00108,81.2,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,NO
"Jun 27, 10:25 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,23024,1920,0.00461,62.2,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,NO
"Jun 27, 10:24 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,1607,1560,0.00118,64.9,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,NO
"Jun 27, 10:24 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,37545,165,0.00573,84.2,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,NO
"Jun 27, 10:24 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,72143,1571,0.00637,72.9,stop,Latent circuit inference from heterogeneous neural responses during cognitive tasks,NER,NO
"Jun 27, 02:41 PM",Favicon for Nebius,DeepSeek V3 0324,liteLLM,4045,385,0.0026,19.2,stop,Sample-data,Reproschema,YES
"Jun 27, 02:41 PM",Favicon for DeepInfra,DeepSeek V3 0324,liteLLM,2871,1254,0.00191,21.3,stop,Sample-data,Reproschema,YES
"Jun 27, 02:39 PM",Favicon for Novita,DeepSeek V3 0324,liteLLM,1322,1278,0.0021,102.9,stop,Sample-data,Reproschema,YES
"Jun 27, 02:39 PM",Favicon for Crusoe,DeepSeek V3 0324,liteLLM,6527,347,0.00223,13.2,stop,Sample-data,Reproschema,YES
"Jun 27, 02:39 PM",Favicon for GMICloud,DeepSeek V3 0324,liteLLM,5334,1295,0.00511,69.5,stop,Sample-data,Reproschema,YES
"Jun 27, 02:38 PM",Favicon for Novita,DeepSeek V3 0324,liteLLM,10035,303,0.00371,19.7,stop,Sample-data,Reproschema,YES
"Jun 27, 02:38 PM",Favicon for DeepInfra,DeepSeek V3 0324,liteLLM,4947,5191,0.00595,21.9,stop,Sample-data,Reproschema,YES
"Jun 27, 02:34 PM",Favicon for DeepInfra,DeepSeek V3 0324,liteLLM,6167,502,0.00217,21.1,stop,Sample-data,Reproschema,YES
"Jun 27, 02:34 PM",Favicon for Novita,DeepSeek V3 0324,liteLLM,1777,4748,0.00676,86.5,stop,Sample-data,Reproschema,YES
"Jun 27, 02:31 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,19104,501,0.0648,63.0,tool_calls,Sample-data,Reproschema,YES
"Jun 27, 02:31 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,12359,6237,0.131,93.2,stop,Sample-data,Reproschema,YES
"Jun 27, 02:29 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,13080,398,0.0452,70.9,tool_calls,Sample-data,Reproschema,YES
"Jun 27, 02:29 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,6349,6236,0.113,93.0,stop,Sample-data,Reproschema,YES
"Jun 27, 02:28 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,11766,387,0.0411,61.3,tool_calls,Sample-data,Reproschema,YES
"Jun 27, 02:28 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,5075,6197,0.108,95.8,stop,Sample-data,Reproschema,YES
"Jun 27, 02:27 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,6778,482,0.0276,64.4,tool_calls,Sample-data,Reproschema,YES
"Jun 27, 02:27 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,1986,4622,0.0753,95.7,stop,Sample-data,Reproschema,YES
"Jun 27, 02:24 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,16406,289,0.00263,51.3,stop,Sample-data,Reproschema,YES
"Jun 27, 02:24 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,9914,6578,0.00543,60.9,stop,Sample-data,Reproschema,YES
"Jun 27, 02:21 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,6559,6512,0.00489,66.6,stop,Sample-data,Reproschema,YES
"Jun 27, 02:19 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,11636,284,0.00192,48.3,stop,Sample-data,Reproschema,YES
"Jun 27, 02:19 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,5215,6521,0.00469,60.3,stop,Sample-data,Reproschema,YES
"Jun 27, 02:17 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,10376,215,0.00169,48.3,stop,Sample-data,Reproschema,YES
"Jun 27, 02:17 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,4089,6391,0.00445,56.3,stop,Sample-data,Reproschema,YES
"Jun 27, 02:15 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,5408,286,0.000983,71.0,stop,Sample-data,Reproschema,YES
"Jun 27, 02:15 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,1808,3999,0.00267,60.6,stop,Sample-data,Reproschema,YES
"Jun 26, 05:07 PM",Favicon for InferenceNet,DeepSeek V3 0324,liteLLM,2925,409,0.00191,28.3,tps,Sample-data,Reproschema,NO
"Jun 26, 05:06 PM",Favicon for DeepInfra,DeepSeek V3 0324,liteLLM,1932,1076,0.00149,17.9,tps,Sample-data,Reproschema,NO
"Jun 26, 05:03 PM",Favicon for DeepInfra,DeepSeek V3 0324,liteLLM,614,665,0.000757,20.2,tps,Sample-data,Reproschema,NO
"Jun 26, 05:03 PM",Favicon for Nebius,DeepSeek V3 0324,liteLLM,617,87,0.000439,27.3,tps,Sample-data,Reproschema,NO
"Jun 26, 05:03 PM",Favicon for DeepInfra,DeepSeek V3 0324,liteLLM,6848,313,0.00219,16.4,tps,Sample-data,Reproschema,NO
"Jun 26, 05:02 PM",Favicon for Lambda,DeepSeek V3 0324,liteLLM,6361,587,0.00268,29.6,tps,Sample-data,Reproschema,NO
"Jun 26, 05:02 PM",Favicon for DeepInfra,DeepSeek V3 0324,liteLLM,6276,7397,0.00827,17.5,tps,Sample-data,Reproschema,NO
"Jun 26, 04:47 PM",Favicon for InferenceNet,DeepSeek V3 0324,liteLLM,11140,353,0.00552,28.9,tps,Sample-data,Reproschema,NO
"Jun 26, 04:47 PM",Favicon for DeepInfra,DeepSeek V3 0324,liteLLM,4994,6248,0.0069,27.9,tps,Sample-data,Reproschema,NO
"Jun 26, 04:43 PM",Favicon for Crusoe,DeepSeek V3 0324,liteLLM,6218,376,0.00217,23.7,tps,Sample-data,Reproschema,NO
"Jun 26, 04:43 PM",Favicon for DeepInfra,DeepSeek V3 0324,liteLLM,1766,4797,0.00472,22.9,tps,Sample-data,Reproschema,NO
"Jun 26, 04:35 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,7385,6995,0.127,95.2,tps,Sample-data,Reproschema,NO
"Jun 26, 04:33 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,14726,415,0.0504,59.6,tps,Sample-data,Reproschema,NO
"Jun 26, 04:33 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,7244,6987,0.127,95.5,tps,Sample-data,Reproschema,NO
"Jun 26, 04:32 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,12851,489,0.0459,66.8,tps,Sample-data,Reproschema,NO
"Jun 26, 04:32 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,5074,7283,0.124,97.2,tps,Sample-data,Reproschema,NO
"Jun 26, 04:31 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,6777,565,0.0288,67.0,tps,Sample-data,Reproschema,NO
"Jun 26, 04:30 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,1781,4621,0.0747,95.2,tps,Sample-data,Reproschema,NO
"Jun 26, 02:32 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,11202,243,0.00183,42.4,tps,Sample-data,Reproschema,NO
"Jun 26, 02:32 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,4997,6305,0.00453,83.7,tps,Sample-data,Reproschema,NO
"Jun 26, 02:30 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,9936,345,0.000958,59.5,tps,Sample-data,Reproschema,NO
"Jun 26, 02:30 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,9936,297,0.00167,78.5,tps,Sample-data,Reproschema,NO
